text,category,severity,service_type
Request new access Please grant me access to the procurement/finance module required for my work since yesterday. This is affecting my work.,account,medium,access_management
"Hello, Calendar invites failing. Meeting invites fail or do not update in calendar since yesterday. I cannot continue my tasks.",email,low,email
Antivirus license expired Antivirus says license expired and blocks updates since yesterday. It is urgent.,software,medium,web_application
"Afternoon, Access denied to folder. I get access denied when opening the shared folder/system for the past 2 days.",account,medium,password_reset
"Hi IT team, Access denied to folder. I get access denied when opening the shared folder/system since this morning. It is urgent.",account,high,permissions
Monitor flickering My monitor keeps flickering and sometimes goes black for the past 2 days. It is urgent.,hardware,low,laptop
"Morning, Blue screen on PC. The PC shows a blue screen and restarts frequently this week. This is affecting my work.",hardware,high,workstation
I need help with Faded prints. Printer prints faded pages and shows low toner today. I cannot continue my tasks.,printer,low,print_queue
VPN not connecting VPN fails to connect to head office this week. I cannot access shared folders. This impacts customer support.,network,medium,connectivity
Calendar invites failing Meeting invites fail or do not update in calendar for the past 2 days. It is urgent.,email,medium,calendar
"Hello, Keyboard not responding. The keyboard keys are not responding and the mouse freezes for the past 2 days. This is delaying service.",hardware,medium,peripheral
Requesting support: Blue screen on desktop computer. The desktop computer shows a blue screen and restarts frequently after the latest update. I cannot continue my tasks.,hardware,high,workstation
Request new access Please grant me access to the procurement/finance module required for my work for the past 2 days. This is delaying service.,account,high,access_management
"Afternoon, Application crashing. The application crashes when I click submit/save after the latest update. This impacts customer support.",software,low,web_application
Password reset required I forgot my password and I am locked out after attempts for the past 2 days. This is delaying service.,account,medium,password_reset
Account disabled My account seems disabled and I cannot sign in since yesterday. This impacts customer support.,account,high,password_reset
Requesting support: MFA not working. OTP/MFA is not working and I cannot login since this morning. It is urgent.,account,high,password_reset
Password reset required I forgot my password and I am locked out after attempts this week. It is urgent.,account,medium,mfa
"Hi IT team, Keyboard not responding. The keyboard keys are not responding and the mouse freezes after the latest update. I cannot continue my tasks.",hardware,high,power
"Kindly help, DNS issue. Some websites open but others fail; looks like DNS issue after restart. It is urgent.",network,medium,wifi
"Morning, Access denied to folder. I get access denied when opening the shared folder/system this week. This is delaying service.",account,high,access_management
USB security warning A USB device triggered a security warning when connected this week.,security,high,phishing
"Hello, USB security warning. A USB device triggered a security warning when connected after the latest update. It is urgent.",security,high,data_leak
Keyboard not responding The keyboard keys are not responding and the mouse freezes since this morning. This is delaying service.,hardware,medium,power
Antivirus license expired Antivirus says license expired and blocks updates since yesterday. This impacts customer support.,software,medium,desktop_application
Monitor flickering My monitor keeps flickering and sometimes goes black after restart. This impacts customer support.,hardware,medium,power
"Hello, USB security warning. A USB device triggered a security warning when connected this week.",security,high,data_leak
"Hello, Battery not charging. The computer battery is not charging and only works with charger. This impacts customer support.",hardware,high,workstation
Print queue stuck Print queue is stuck and jobs cannot be cancelled this week. It is urgent.,printer,low,toner
Requesting support: Battery not charging. The computer battery is not charging and only works with charger.,hardware,low,workstation
Phishing email reported I received a suspicious email asking for credentials since this morning. I did not click links. This is affecting my work.,security,high,data_leak
Cannot start workstation The workstation is not powering on since this morning. The power light is off. This impacts customer support.,hardware,high,power
Account disabled My account seems disabled and I cannot sign in after restart. I cannot continue my tasks.,account,high,password_reset
MFA not working OTP/MFA is not working and I cannot login since this morning.,account,high,permissions
Shared mailbox request Please grant access to shared mailbox for our department since yesterday. This is affecting my work.,email,high,mailbox_access
Phishing email reported I received a suspicious email asking for credentials since this morning. I did not click links. This impacts customer support.,security,high,security_incident
Outlook not syncing Outlook is not syncing new emails since this morning. It is urgent.,email,high,calendar
Monitor flickering My monitor keeps flickering and sometimes goes black today. I cannot continue my tasks.,hardware,high,workstation
Blue screen on desktop computer The desktop computer shows a blue screen and restarts frequently after the latest update.,hardware,high,desktop
Password reset required I forgot my password and I am locked out after attempts after restart. This is delaying service.,account,medium,access_management
LAN keeps disconnecting Ethernet connection drops when cable is moved since yesterday. This impacts customer support.,network,low,dns
"Afternoon, LAN keeps disconnecting. Ethernet connection drops when cable is moved today. This is delaying service.",network,high,dns
"Afternoon, Application crashing. The application crashes when I click submit/save for the past 2 days. I cannot continue my tasks.",software,high,antivirus
"Afternoon, Application crashing. The application crashes when I click submit/save since this morning. This is affecting my work.",software,low,antivirus
"Morning, Password reset required. I forgot my password and I am locked out after attempts after the latest update.",account,high,permissions
LAN keeps disconnecting Ethernet connection drops when cable is moved this week. It is urgent.,network,medium,vpn
"Please assist, Account disabled. My account seems disabled and I cannot sign in since yesterday. This is affecting my work.",account,high,permissions
"Hello, Outlook not syncing. Outlook is not syncing new emails for the past 2 days.",email,medium,email
Overheating The computer becomes very hot and shuts down during work since yesterday. I cannot continue my tasks.,hardware,low,laptop
Calendar invites failing Meeting invites fail or do not update in calendar for the past 2 days.,email,medium,calendar
I need help with IT portal error on submit. The IT portal shows an error when submitting a ticket after the latest update. This is delaying service.,software,low,os_update
"Kindly help, Access denied to folder. I get access denied when opening the shared folder/system for the past 2 days. This is delaying service.",account,medium,access_management
"Afternoon, Account disabled. My account seems disabled and I cannot sign in since yesterday. It is urgent.",account,high,mfa
"Hi IT team, Print queue stuck. Print queue is stuck and jobs cannot be cancelled since this morning. It is urgent.",printer,low,printer
Print queue stuck Print queue is stuck and jobs cannot be cancelled today. This is affecting my work.,printer,high,scanner
Calendar invites failing Meeting invites fail or do not update in calendar after restart. This is affecting my work.,email,high,mailbox_access
Account disabled My account seems disabled and I cannot sign in this week. I cannot continue my tasks.,account,high,password_reset
"Morning, Printer not detected. Printer not detected on the network this week. Cannot print from any PC. This is delaying service.",printer,high,scanner
"Kindly help, USB security warning. A USB device triggered a security warning when connected since this morning. It is urgent.",security,high,data_leak
No internet connection Wi-Fi shows connected but no internet works for the past 2 days. It is urgent.,network,medium,dns
Monitor flickering My monitor keeps flickering and sometimes goes black after restart.,hardware,medium,laptop
Requesting support: Request new access. Please grant me access to the procurement/finance module required for my work after restart. I cannot continue my tasks.,account,high,permissions
LAN keeps disconnecting Ethernet connection drops when cable is moved for the past 2 days. It is urgent.,network,high,connectivity
Outlook not syncing Outlook is not syncing new emails after the latest update. This is delaying service.,email,medium,collaboration
No internet connection Wi-Fi shows connected but no internet works since yesterday. This is affecting my work.,network,medium,file_sharing
"Kindly help, Battery not charging. The workstation battery is not charging and only works with charger. I cannot continue my tasks.",hardware,medium,desktop
Request new access Please grant me access to the procurement/finance module required for my work this week. This is delaying service.,account,low,permissions
Calendar invites failing Meeting invites fail or do not update in calendar this week. This is delaying service.,email,medium,email
Cannot send email Emails stay in outbox with server connection error this week. This is affecting my work.,email,medium,calendar
Printer offline Printer shows offline and jobs do not print this week. This is affecting my work.,printer,high,toner
I need help with Possible data leak. A sensitive document may have been shared incorrectly since yesterday. Please advise. I cannot continue my tasks.,security,critical,security_incident
Printer not detected Printer not detected on the network for the past 2 days. Cannot print from any PC. This impacts customer support.,printer,low,toner
Battery not charging The computer battery is not charging and only works with charger. This is delaying service.,hardware,medium,power
Update failed Windows/software update fails with an error code and PC becomes slow since this morning. I cannot continue my tasks.,software,low,antivirus
Account disabled My account seems disabled and I cannot sign in after restart. This is delaying service.,account,high,access_management
Requesting support: Antivirus license expired. Antivirus says license expired and blocks updates after the latest update.,software,medium,web_application
"Please assist, Outlook not syncing. Outlook is not syncing new emails for the past 2 days. This is delaying service.",email,low,collaboration
I need help with Cannot access shared drive. I cannot access the shared drive on the network after the latest update. It says path not found.,network,medium,wifi
Access denied to folder I get access denied when opening the shared folder/system today. It is urgent.,account,high,mfa
Cannot access shared drive I cannot access the shared drive on the network since this morning. It says path not found. It is urgent.,network,medium,dns
Keyboard not responding The keyboard keys are not responding and the mouse freezes for the past 2 days. It is urgent.,hardware,medium,workstation
Cannot send email Emails stay in outbox with server connection error after the latest update. This is delaying service.,email,low,collaboration
Cannot access shared drive I cannot access the shared drive on the network this week. It says path not found.,network,low,file_sharing
Phishing email reported I received a suspicious email asking for credentials for the past 2 days. I did not click links.,security,high,security_incident
Scanner not working Scanner fails with paper jam message even when clear since yesterday. This impacts customer support.,printer,high,print_queue
Network connection is very slow The network is very slow at operations office after restart. Emails take long and sites time out. This is delaying service.,network,low,vpn
Keyboard not responding The keyboard keys are not responding and the mouse freezes after restart.,hardware,medium,workstation
Cannot send email Emails stay in outbox with server connection error today. It is urgent.,email,medium,calendar
"Hello, Shared mailbox request. Please grant access to shared mailbox for our department after the latest update. This impacts customer support.",email,medium,calendar
Requesting support: Cannot send email. Emails stay in outbox with server connection error today.,email,medium,email
Update failed Windows/software update fails with an error code and PC becomes slow today. I cannot continue my tasks.,software,low,database_client
Cannot send email Emails stay in outbox with server connection error since yesterday. This is delaying service.,email,medium,email
Attachments blocked Email attachments cannot be downloaded or are blocked after restart. I cannot continue my tasks.,email,medium,calendar
Request new access Please grant me access to the procurement/finance module required for my work today. This is affecting my work.,account,medium,permissions
I need help with Monitor flickering. My monitor keeps flickering and sometimes goes black since this morning. This impacts customer support.,hardware,medium,workstation
"Kindly help, Password reset required. I forgot my password and I am locked out after attempts after the latest update.",account,high,access_management
Attachments blocked Email attachments cannot be downloaded or are blocked for the past 2 days. This is affecting my work.,email,medium,calendar
Cannot send email Emails stay in outbox with server connection error since this morning. This impacts customer support.,email,medium,email
"Please assist, Malware alert detected. Antivirus detected malware and quarantined a file after the latest update. Please investigate. This is delaying service.",security,critical,phishing
"Morning, No internet connection. Wi-Fi shows connected but no internet works today. I cannot continue my tasks.",network,medium,connectivity
Account disabled My account seems disabled and I cannot sign in after restart. This is delaying service.,account,high,password_reset
"Kindly help, Application crashing. The application crashes when I click submit/save since this morning. This impacts customer support.",software,high,database_client
No internet connection Wi-Fi shows connected but no internet works today. This is affecting my work.,network,medium,vpn
"Hello, MFA not working. OTP/MFA is not working and I cannot login this week. I cannot continue my tasks.",account,medium,access_management
Access denied to folder I get access denied when opening the shared folder/system today. This impacts customer support.,account,high,permissions
"Afternoon, Cannot login to LECIntelliSupport system. I cannot login to the LECIntelliSupport portal today. It says invalid session or error. This is delaying service.",software,high,antivirus
DNS issue Some websites open but others fail; looks like DNS issue for the past 2 days. This is delaying service.,network,high,wifi
Faded prints Printer prints faded pages and shows low toner today. It is urgent.,printer,medium,printer
"Hello, Cannot start laptop. The laptop is not powering on today. The power light is off. I cannot continue my tasks.",hardware,high,laptop
Internal HR system not responding The HR system is not responding and pages keep loading since yesterday. This impacts customer support.,software,low,antivirus
Request new access Please grant me access to the procurement/finance module required for my work since this morning. This is delaying service.,account,high,permissions
"Hello, LAN keeps disconnecting. Ethernet connection drops when cable is moved for the past 2 days. This impacts customer support.",network,medium,dns
Malware alert detected Antivirus detected malware and quarantined a file after restart. Please investigate. This is affecting my work.,security,critical,phishing
LAN keeps disconnecting Ethernet connection drops when cable is moved this week. It is urgent.,network,low,connectivity
Keyboard not responding The keyboard keys are not responding and the mouse freezes since yesterday.,hardware,medium,peripheral
"Kindly help, DNS issue. Some websites open but others fail; looks like DNS issue for the past 2 days.",network,medium,wifi
"Afternoon, Update failed. Windows/software update fails with an error code and PC becomes slow after the latest update. It is urgent.",software,medium,web_application
Update failed Windows/software update fails with an error code and PC becomes slow for the past 2 days. It is urgent.,software,medium,database_client
Malware alert detected Antivirus detected malware and quarantined a file after the latest update. Please investigate. This impacts customer support.,security,critical,malware
Requesting support: Malware alert detected. Antivirus detected malware and quarantined a file this week. Please investigate. This impacts customer support.,security,critical,unauthorized_access
MFA not working OTP/MFA is not working and I cannot login today. I cannot continue my tasks.,account,high,permissions
Request new access Please grant me access to the procurement/finance module required for my work for the past 2 days.,account,medium,permissions
IT portal error on submit The IT portal shows an error when submitting a ticket for the past 2 days. I cannot continue my tasks.,software,low,antivirus
Update failed Windows/software update fails with an error code and PC becomes slow since this morning. This impacts customer support.,software,medium,web_application
Print queue stuck Print queue is stuck and jobs cannot be cancelled for the past 2 days. This is affecting my work.,printer,medium,print_queue
"Kindly help, Account disabled. My account seems disabled and I cannot sign in after the latest update. This impacts customer support.",account,high,permissions
Phishing email reported I received a suspicious email asking for credentials since this morning. I did not click links. This is delaying service.,security,high,phishing
Calendar invites failing Meeting invites fail or do not update in calendar since yesterday. This is delaying service.,email,medium,collaboration
Phishing email reported I received a suspicious email asking for credentials since yesterday. I did not click links. This is delaying service.,security,high,unauthorized_access
Phishing email reported I received a suspicious email asking for credentials after restart. I did not click links. It is urgent.,security,high,data_leak
Cannot send email Emails stay in outbox with server connection error this week. This is affecting my work.,email,medium,collaboration
Possible data leak A sensitive document may have been shared incorrectly after the latest update. Please advise. This is delaying service.,security,critical,data_leak
Possible data leak A sensitive document may have been shared incorrectly after restart. Please advise.,security,critical,phishing
"Kindly help, LAN keeps disconnecting. Ethernet connection drops when cable is moved after restart. This is affecting my work.",network,high,lan
VPN not connecting VPN fails to connect to head office since yesterday. I cannot access shared folders. This is affecting my work.,network,medium,connectivity
"Hi IT team, Calendar invites failing. Meeting invites fail or do not update in calendar since yesterday.",email,medium,email
Requesting support: MFA not working. OTP/MFA is not working and I cannot login after the latest update. It is urgent.,account,high,permissions
"Hi IT team, Application crashing. The application crashes when I click submit/save today. This is affecting my work.",software,medium,web_application
Cannot access shared drive I cannot access the shared drive on the network today. It says path not found. This impacts customer support.,network,high,vpn
Access denied to folder I get access denied when opening the shared folder/system since yesterday. This is delaying service.,account,high,access_management
"Hi IT team, Printer not detected. Printer not detected on the network since this morning. Cannot print from any PC. This impacts customer support.",printer,low,printer
Keyboard not responding The keyboard keys are not responding and the mouse freezes after restart. It is urgent.,hardware,high,peripheral
MFA not working OTP/MFA is not working and I cannot login since yesterday. This is delaying service.,account,medium,access_management
"Afternoon, Application crashing. The application crashes when I click submit/save since this morning. This impacts customer support.",software,high,os_update
"Hi IT team, Shared mailbox request. Please grant access to shared mailbox for our department today. This impacts customer support.",email,medium,email
Faded prints Printer prints faded pages and shows low toner for the past 2 days. This is delaying service.,printer,medium,print_queue
"Afternoon, IT portal error on submit. The IT portal shows an error when submitting a ticket for the past 2 days. This is affecting my work.",software,low,desktop_application
"Please assist, Monitor flickering. My monitor keeps flickering and sometimes goes black today.",hardware,medium,laptop
"Afternoon, IT portal error on submit. The IT portal shows an error when submitting a ticket since this morning. This impacts customer support.",software,medium,web_application
Phishing email reported I received a suspicious email asking for credentials this week. I did not click links. It is urgent.,security,high,security_incident
Application crashing The application crashes when I click submit/save after restart. It is urgent.,software,medium,web_application
Access denied to folder I get access denied when opening the shared folder/system since yesterday. This is affecting my work.,account,high,access_management
"Please assist, Access denied to folder. I get access denied when opening the shared folder/system since yesterday. This impacts customer support.",account,high,access_management
"Morning, Keyboard not responding. The keyboard keys are not responding and the mouse freezes for the past 2 days.",hardware,high,desktop
Calendar invites failing Meeting invites fail or do not update in calendar since this morning. It is urgent.,email,low,collaboration
Requesting support: Faded prints. Printer prints faded pages and shows low toner after the latest update. It is urgent.,printer,high,scanner
"Hello, Print queue stuck. Print queue is stuck and jobs cannot be cancelled for the past 2 days. This impacts customer support.",printer,high,toner
I need help with Calendar invites failing. Meeting invites fail or do not update in calendar after the latest update.,email,low,email
Calendar invites failing Meeting invites fail or do not update in calendar since this morning.,email,high,collaboration
"Hi IT team, Unauthorized login attempts. There are login attempts from unknown location on my account since yesterday. It is urgent.",security,critical,phishing
I need help with Password reset required. I forgot my password and I am locked out after attempts since this morning. This impacts customer support.,account,medium,access_management
Request new access Please grant me access to the procurement/finance module required for my work for the past 2 days. It is urgent.,account,low,access_management
Unauthorized login attempts There are login attempts from unknown location on my account after the latest update. I cannot continue my tasks.,security,critical,malware
"Afternoon, Internal HR system not responding. The HR system is not responding and pages keep loading since yesterday. This is affecting my work.",software,medium,web_application
"Please assist, Account disabled. My account seems disabled and I cannot sign in after the latest update. This is delaying service.",account,high,password_reset
Access denied to folder I get access denied when opening the shared folder/system today.,account,high,password_reset
"Hello, Printer not detected. Printer not detected on the network after the latest update. Cannot print from any PC. This is delaying service.",printer,medium,print_queue
Monitor flickering My monitor keeps flickering and sometimes goes black after restart. This is delaying service.,hardware,medium,workstation
Monitor flickering My monitor keeps flickering and sometimes goes black this week. This is affecting my work.,hardware,high,laptop
Battery not charging The workstation battery is not charging and only works with charger. This impacts customer support.,hardware,low,peripheral
MFA not working OTP/MFA is not working and I cannot login today.,account,high,permissions
"Hello, Attachments blocked. Email attachments cannot be downloaded or are blocked since yesterday. It is urgent.",email,medium,calendar
Account disabled My account seems disabled and I cannot sign in since yesterday. It is urgent.,account,high,permissions
Monitor flickering My monitor keeps flickering and sometimes goes black this week. This impacts customer support.,hardware,medium,laptop
Printer not detected Printer not detected on the network this week. Cannot print from any PC.,printer,medium,printer
"Kindly help, Request new access. Please grant me access to the procurement/finance module required for my work since this morning. I cannot continue my tasks.",account,medium,permissions
Shared mailbox request Please grant access to shared mailbox for our department this week.,email,high,mailbox_access
Possible data leak A sensitive document may have been shared incorrectly this week. Please advise. It is urgent.,security,critical,phishing
"Kindly help, Cannot start computer. The computer is not powering on since this morning. The power light is off. I cannot continue my tasks.",hardware,high,laptop
Unauthorized login attempts There are login attempts from unknown location on my account today. This is delaying service.,security,critical,phishing
"Hello, Calendar invites failing. Meeting invites fail or do not update in calendar after the latest update. This impacts customer support.",email,low,mailbox_access
VPN not connecting VPN fails to connect to head office today. I cannot access shared folders. I cannot continue my tasks.,network,medium,dns
Access denied to folder I get access denied when opening the shared folder/system for the past 2 days. This is delaying service.,account,medium,password_reset
"Kindly help, Overheating. The laptop becomes very hot and shuts down during work since yesterday. It is urgent.",hardware,medium,laptop
Keyboard not responding The keyboard keys are not responding and the mouse freezes for the past 2 days. This is delaying service.,hardware,medium,desktop
USB security warning A USB device triggered a security warning when connected since yesterday. This is delaying service.,security,high,phishing
"Hi IT team, IT portal error on submit. The IT portal shows an error when submitting a ticket after restart. This impacts customer support.",software,high,antivirus
No internet connection Wi-Fi shows connected but no internet works today. This is affecting my work.,network,medium,file_sharing
Malware alert detected Antivirus detected malware and quarantined a file since this morning. Please investigate. It is urgent.,security,critical,data_leak
Update failed Windows/software update fails with an error code and PC becomes slow after restart. I cannot continue my tasks.,software,low,os_update
Malware alert detected Antivirus detected malware and quarantined a file today. Please investigate. It is urgent.,security,critical,malware
"Afternoon, Calendar invites failing. Meeting invites fail or do not update in calendar this week.",email,high,mailbox_access
USB security warning A USB device triggered a security warning when connected this week. I cannot continue my tasks.,security,high,data_leak
Network connection is very slow The network is very slow at Maseru HQ since yesterday. Emails take long and sites time out. It is urgent.,network,high,lan
Antivirus license expired Antivirus says license expired and blocks updates after restart.,software,low,database_client
"Afternoon, Unauthorized login attempts. There are login attempts from unknown location on my account after restart. I cannot continue my tasks.",security,critical,security_incident
I need help with Cannot start PC. The PC is not powering on after restart. The power light is off. This is delaying service.,hardware,high,peripheral
Overheating The computer becomes very hot and shuts down during work today. This impacts customer support.,hardware,low,laptop
Possible data leak A sensitive document may have been shared incorrectly after the latest update. Please advise. It is urgent.,security,critical,phishing
"Kindly help, Password reset required. I forgot my password and I am locked out after attempts for the past 2 days. This impacts customer support.",account,medium,permissions
LAN keeps disconnecting Ethernet connection drops when cable is moved after the latest update. I cannot continue my tasks.,network,low,file_sharing
Faded prints Printer prints faded pages and shows low toner since yesterday. This is affecting my work.,printer,high,printer
Keyboard not responding The keyboard keys are not responding and the mouse freezes this week.,hardware,medium,peripheral
Attachments blocked Email attachments cannot be downloaded or are blocked for the past 2 days. I cannot continue my tasks.,email,medium,mailbox_access
"Afternoon, Printer not detected. Printer not detected on the network after restart. Cannot print from any PC. I cannot continue my tasks.",printer,medium,printer
"Kindly help, LAN keeps disconnecting. Ethernet connection drops when cable is moved for the past 2 days. It is urgent.",network,high,wifi
Requesting support: LAN keeps disconnecting. Ethernet connection drops when cable is moved since yesterday. This is delaying service.,network,medium,file_sharing
"Hello, Cannot access shared drive. I cannot access the shared drive on the network this week. It says path not found.",network,medium,connectivity
Outlook not syncing Outlook is not syncing new emails today.,email,medium,mailbox_access
"Kindly help, Possible data leak. A sensitive document may have been shared incorrectly for the past 2 days. Please advise. It is urgent.",security,critical,unauthorized_access
"Afternoon, Cannot access shared drive. I cannot access the shared drive on the network since yesterday. It says path not found. This impacts customer support.",network,medium,lan
"Afternoon, Password reset required. I forgot my password and I am locked out after attempts after the latest update.",account,medium,access_management
"Please assist, Application crashing. The application crashes when I click submit/save after restart. It is urgent.",software,low,web_application
Password reset required I forgot my password and I am locked out after attempts after the latest update.,account,medium,access_management
"Morning, Password reset required. I forgot my password and I am locked out after attempts since yesterday.",account,high,password_reset
"Hi IT team, Battery not charging. The PC battery is not charging and only works with charger. This is affecting my work.",hardware,medium,desktop
"Morning, Cannot send email. Emails stay in outbox with server connection error after the latest update. It is urgent.",email,medium,collaboration
Requesting support: Print queue stuck. Print queue is stuck and jobs cannot be cancelled since this morning. This impacts customer support.,printer,high,printer
Requesting support: Password reset required. I forgot my password and I am locked out after attempts since yesterday.,account,high,access_management
Possible data leak A sensitive document may have been shared incorrectly after restart. Please advise. This is affecting my work.,security,critical,unauthorized_access
"Kindly help, Faded prints. Printer prints faded pages and shows low toner after the latest update. It is urgent.",printer,high,printer
"Hello, Access denied to folder. I get access denied when opening the shared folder/system for the past 2 days. This is affecting my work.",account,medium,password_reset
Printer offline Printer shows offline and jobs do not print after restart.,printer,high,scanner
No internet connection Wi-Fi shows connected but no internet works after the latest update. It is urgent.,network,high,vpn
"Hi IT team, No internet connection. Wi-Fi shows connected but no internet works after the latest update. This is affecting my work.",network,high,vpn
VPN not connecting VPN fails to connect to head office since this morning. I cannot access shared folders.,network,high,dns
Requesting support: Antivirus license expired. Antivirus says license expired and blocks updates since this morning. I cannot continue my tasks.,software,medium,antivirus
"Afternoon, DNS issue. Some websites open but others fail; looks like DNS issue this week. It is urgent.",network,high,vpn
VPN not connecting VPN fails to connect to head office this week. I cannot access shared folders. This is delaying service.,network,medium,wifi
Cannot access shared drive I cannot access the shared drive on the network since this morning. It says path not found. This is affecting my work.,network,medium,connectivity
Printer not detected Printer not detected on the network this week. Cannot print from any PC. This is delaying service.,printer,low,toner
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal for the past 2 days. It says invalid session or error. I cannot continue my tasks.,software,medium,web_application
Cannot start laptop The laptop is not powering on this week. The power light is off. It is urgent.,hardware,high,desktop
Keyboard not responding The keyboard keys are not responding and the mouse freezes for the past 2 days.,hardware,medium,laptop
"Kindly help, Calendar invites failing. Meeting invites fail or do not update in calendar for the past 2 days. This is delaying service.",email,medium,collaboration
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal since this morning. It says invalid session or error. This is affecting my work.,software,medium,database_client
Outlook not syncing Outlook is not syncing new emails since this morning. It is urgent.,email,medium,collaboration
Outlook not syncing Outlook is not syncing new emails since this morning.,email,medium,mailbox_access
Printer not detected Printer not detected on the network since yesterday. Cannot print from any PC. This impacts customer support.,printer,low,toner
Calendar invites failing Meeting invites fail or do not update in calendar today. It is urgent.,email,medium,collaboration
Outlook not syncing Outlook is not syncing new emails since yesterday. It is urgent.,email,low,email
"Afternoon, IT portal error on submit. The IT portal shows an error when submitting a ticket since yesterday.",software,medium,web_application
MFA not working OTP/MFA is not working and I cannot login after restart.,account,medium,permissions
"Hi IT team, Cannot send email. Emails stay in outbox with server connection error after restart.",email,medium,collaboration
Access denied to folder I get access denied when opening the shared folder/system since yesterday. I cannot continue my tasks.,account,medium,mfa
Update failed Windows/software update fails with an error code and PC becomes slow this week. This is delaying service.,software,low,os_update
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal this week. It says invalid session or error. This is affecting my work.,software,medium,antivirus
Request new access Please grant me access to the procurement/finance module required for my work today.,account,medium,password_reset
Application crashing The application crashes when I click submit/save since this morning. This is delaying service.,software,medium,antivirus
Shared mailbox request Please grant access to shared mailbox for our department since this morning.,email,high,mailbox_access
Account disabled My account seems disabled and I cannot sign in after restart. It is urgent.,account,high,access_management
"Please assist, Password reset required. I forgot my password and I am locked out after attempts since yesterday. This impacts customer support.",account,medium,password_reset
Application crashing The application crashes when I click submit/save for the past 2 days. It is urgent.,software,medium,web_application
"Hi IT team, Print queue stuck. Print queue is stuck and jobs cannot be cancelled after restart. This impacts customer support.",printer,low,scanner
IT portal error on submit The IT portal shows an error when submitting a ticket since yesterday. This impacts customer support.,software,low,desktop_application
VPN not connecting VPN fails to connect to head office since this morning. I cannot access shared folders. This impacts customer support.,network,high,file_sharing
Outlook not syncing Outlook is not syncing new emails this week. This impacts customer support.,email,medium,calendar
LAN keeps disconnecting Ethernet connection drops when cable is moved since yesterday. This is affecting my work.,network,high,lan
Application crashing The application crashes when I click submit/save after restart. I cannot continue my tasks.,software,high,web_application
Password reset required I forgot my password and I am locked out after attempts today.,account,medium,mfa
Blue screen on PC The PC shows a blue screen and restarts frequently since this morning. This impacts customer support.,hardware,high,laptop
"Hi IT team, Scanner not working. Scanner fails with paper jam message even when clear for the past 2 days. I cannot continue my tasks.",printer,low,printer
Cannot access shared drive I cannot access the shared drive on the network for the past 2 days. It says path not found. This is delaying service.,network,low,lan
"Morning, Attachments blocked. Email attachments cannot be downloaded or are blocked after the latest update. This impacts customer support.",email,low,calendar
Printer offline Printer shows offline and jobs do not print since this morning. This is delaying service.,printer,high,printer
I need help with USB security warning. A USB device triggered a security warning when connected after restart. This is affecting my work.,security,high,malware
"Kindly help, VPN not connecting. VPN fails to connect to head office after the latest update. I cannot access shared folders.",network,medium,wifi
Requesting support: Print queue stuck. Print queue is stuck and jobs cannot be cancelled after the latest update. This is affecting my work.,printer,medium,scanner
"Please assist, Printer offline. Printer shows offline and jobs do not print today.",printer,high,toner
Unauthorized login attempts There are login attempts from unknown location on my account after restart.,security,critical,phishing
"Afternoon, Unauthorized login attempts. There are login attempts from unknown location on my account after the latest update. This is affecting my work.",security,critical,malware
Access denied to folder I get access denied when opening the shared folder/system after the latest update.,account,high,access_management
I need help with Possible data leak. A sensitive document may have been shared incorrectly after restart. Please advise. This is affecting my work.,security,critical,phishing
Requesting support: VPN not connecting. VPN fails to connect to head office after restart. I cannot access shared folders. I cannot continue my tasks.,network,high,vpn
Password reset required I forgot my password and I am locked out after attempts after the latest update. This impacts customer support.,account,medium,mfa
VPN not connecting VPN fails to connect to head office today. I cannot access shared folders. This is delaying service.,network,medium,dns
Application crashing The application crashes when I click submit/save this week. It is urgent.,software,medium,os_update
Possible data leak A sensitive document may have been shared incorrectly after restart. Please advise. This is delaying service.,security,critical,malware
"Kindly help, Faded prints. Printer prints faded pages and shows low toner since yesterday.",printer,low,scanner
Request new access Please grant me access to the procurement/finance module required for my work after restart.,account,low,mfa
Internal HR system not responding The HR system is not responding and pages keep loading since this morning. I cannot continue my tasks.,software,medium,os_update
Cannot send email Emails stay in outbox with server connection error after restart. It is urgent.,email,medium,collaboration
Overheating The desktop computer becomes very hot and shuts down during work today. This impacts customer support.,hardware,low,laptop
Cannot send email Emails stay in outbox with server connection error after restart. This impacts customer support.,email,low,collaboration
Antivirus license expired Antivirus says license expired and blocks updates this week. This impacts customer support.,software,medium,os_update
Printer offline Printer shows offline and jobs do not print after restart. This impacts customer support.,printer,high,scanner
I need help with Internal HR system not responding. The HR system is not responding and pages keep loading this week. I cannot continue my tasks.,software,medium,web_application
Cannot send email Emails stay in outbox with server connection error this week. I cannot continue my tasks.,email,medium,mailbox_access
Requesting support: Malware alert detected. Antivirus detected malware and quarantined a file this week. Please investigate. This is delaying service.,security,critical,security_incident
Monitor flickering My monitor keeps flickering and sometimes goes black today. It is urgent.,hardware,low,desktop
Cannot login to LECIntelliSupport system I cannot login to the LECIntelliSupport portal after the latest update. It says invalid session or error. This is affecting my work.,software,medium,os_update
Calendar invites failing Meeting invites fail or do not update in calendar this week.,email,medium,collaboration
